app_temp,clouds,clouds_hi,clouds_low,clouds_mid,datetime,dewpt,dhi,dni,ghi,ozone,pod,pop,precip,pres,rh,slp,snow,snow_depth,solar_rad,temp,timestamp_local,timestamp_utc,ts,uv,vis,weather,wind_cdir,wind_cdir_full,wind_dir,wind_gust_spd,wind_spd,fetched_at
22.6,78,0,100,0,2025-08-20:17,19.0,118,903,877,305,d,0,0.0,1002,82,1015,0,0,492.1039,22.2,2025-08-20T13:00:00,2025-08-20T17:00:00,1755709200,4,14.4,"{'icon': 'c04d', 'description': 'Overcast clouds', 'code': 804}",NE,northeast,50,9.3,6.4,2025-08-20 16:56:28.706199
22.6,81,0,100,0,2025-08-20:18,18.8,117,901,868,303,d,0,0.0,1003,81,1016,0,0,441.49005,22.2,2025-08-20T14:00:00,2025-08-20T18:00:00,1755712800,3,14.4,"{'icon': 'c04d', 'description': 'Overcast clouds', 'code': 804}",NE,northeast,50,9.8,6.8,2025-08-20 16:56:28.706199
22.7,78,0,100,0,2025-08-20:19,18.9,114,884,802,299,d,0,0.0,1004,81,1016,0,0,450.13257,22.3,2025-08-20T15:00:00,2025-08-20T19:00:00,1755716400,3,15.0,"{'icon': 'c04d', 'description': 'Overcast clouds', 'code': 804}",NE,northeast,50,10.3,6.8,2025-08-20 16:56:28.706199
22.2,78,0,100,0,2025-08-20:20,18.2,107,849,685,298,d,0,0.0,1004,80,1017,0,0,385.62732,21.8,2025-08-20T16:00:00,2025-08-20T20:00:00,1755720000,2,15.3,"{'icon': 'c04d', 'description': 'Overcast clouds', 'code': 804}",NE,northeast,50,10.3,6.8,2025-08-20 16:56:28.706199
21.8,82,0,100,0,2025-08-20:21,18.1,96,791,527,295,d,0,0.0,1005,81,1017,0,0,259.18735,21.5,2025-08-20T17:00:00,2025-08-20T21:00:00,1755723600,1,15.0,"{'icon': 'c04d', 'description': 'Overcast clouds', 'code': 804}",NE,northeast,50,10.1,6.8,2025-08-20 16:56:28.706199
21.3,77,0,100,0,2025-08-20:22,18.0,81,694,344,292,d,0,0.0,1005,83,1017,0,0,199.4991,21.0,2025-08-20T18:00:00,2025-08-20T22:00:00,1755727200,1,15.5,"{'icon': 'c04d', 'description': 'Overcast clouds', 'code': 804}",NE,northeast,50,9.9,6.8,2025-08-20 16:56:28.706199
20.7,79,0,100,0,2025-08-20:23,17.5,57,516,157,291,d,0,0.0,1005,83,1017,0,0,86.0245,20.5,2025-08-20T19:00:00,2025-08-20T23:00:00,1755730800,1,15.5,"{'icon': 'c04d', 'description': 'Overcast clouds', 'code': 804}",NE,northeast,50,9.4,6.4,2025-08-20 16:56:28.706199
19.9,87,0,100,0,2025-08-21:00,17.0,15,80,9,291,d,0,0.0,1005,85,1018,0,0,17.803661,19.6,2025-08-20T20:00:00,2025-08-21T00:00:00,1755734400,1,15.3,"{'icon': 'c04d', 'description': 'Overcast clouds', 'code': 804}",NE,northeast,50,9.0,6.0,2025-08-20 16:56:28.706199
19.5,74,0,100,0,2025-08-21:01,16.9,0,0,0,291,n,0,0.0,1006,86,1018,0,0,0.0,19.3,2025-08-20T21:00:00,2025-08-21T01:00:00,1755738000,0,15.3,"{'icon': 'c04n', 'description': 'Overcast clouds', 'code': 804}",NE,northeast,50,9.0,6.0,2025-08-20 16:56:28.706199
19.4,80,0,100,0,2025-08-21:02,16.6,0,0,0,291,n,0,0.0,1006,85,1018,0,0,0.0,19.2,2025-08-20T22:00:00,2025-08-21T02:00:00,1755741600,0,15.4,"{'icon': 'c04n', 'description': 'Overcast clouds', 'code': 804}",NE,northeast,40,8.9,5.6,2025-08-20 16:56:28.706199
19.0,73,0,92,0,2025-08-21:03,16.1,0,0,0,291,n,0,0.0,1006,84,1018,0,0,0.0,18.9,2025-08-20T23:00:00,2025-08-21T03:00:00,1755745200,0,15.2,"{'icon': 'c04n', 'description': 'Overcast clouds', 'code': 804}",NE,northeast,40,8.6,5.6,2025-08-20 16:56:28.706199
18.8,69,0,83,0,2025-08-21:04,16.0,0,0,0,290,n,0,0.0,1006,85,1018,0,0,0.0,18.6,2025-08-21T00:00:00,2025-08-21T04:00:00,1755748800,0,15.2,"{'icon': 'c03n', 'description': 'Broken clouds', 'code': 803}",NE,northeast,40,8.5,5.6,2025-08-20 16:56:28.706199
18.3,66,0,71,0,2025-08-21:05,15.9,0,0,0,289,n,0,0.0,1005,86,1018,0,0,0.0,18.3,2025-08-21T01:00:00,2025-08-21T05:00:00,1755752400,0,15.8,"{'icon': 'c03n', 'description': 'Broken clouds', 'code': 803}",NE,northeast,40,8.1,5.2,2025-08-20 16:56:28.706199
18.0,66,0,100,0,2025-08-21:06,15.8,0,0,0,288,n,0,0.0,1005,87,1018,0,0,0.0,18.0,2025-08-21T02:00:00,2025-08-21T06:00:00,1755756000,0,16.1,"{'icon': 'c03n', 'description': 'Broken clouds', 'code': 803}",NE,northeast,40,8.1,5.2,2025-08-20 16:56:28.706199
17.9,64,0,100,0,2025-08-21:07,16.1,0,0,0,288,n,0,0.0,1005,89,1018,0,0,0.0,17.9,2025-08-21T03:00:00,2025-08-21T07:00:00,1755759600,0,16.0,"{'icon': 'c03n', 'description': 'Broken clouds', 'code': 803}",NE,northeast,40,8.0,5.2,2025-08-20 16:56:28.706199
17.5,70,0,72,0,2025-08-21:08,15.8,0,0,0,287,n,0,0.0,1005,90,1018,0,0,0.0,17.5,2025-08-21T04:00:00,2025-08-21T08:00:00,1755763200,0,15.0,"{'icon': 'c03n', 'description': 'Broken clouds', 'code': 803}",NE,northeast,40,8.0,5.2,2025-08-20 16:56:28.706199
17.2,67,61,100,0,2025-08-21:09,15.7,0,0,0,287,n,0,0.0,1005,91,1018,0,0,0.0,17.2,2025-08-21T05:00:00,2025-08-21T09:00:00,1755766800,0,14.9,"{'icon': 'c03n', 'description': 'Broken clouds', 'code': 803}",NNE,north-northeast,30,7.7,5.2,2025-08-20 16:56:28.706199
16.9,63,0,100,0,2025-08-21:10,15.6,0,0,0,287,n,0,0.0,1005,92,1018,0,0,0.0,16.9,2025-08-21T06:00:00,2025-08-21T10:00:00,1755770400,0,15.6,"{'icon': 'c03n', 'description': 'Broken clouds', 'code': 803}",NE,northeast,40,8.0,5.2,2025-08-20 16:56:28.706199
16.8,54,0,100,0,2025-08-21:11,15.5,32,265,43,288,d,0,0.0,1006,92,1018,0,0,36.697876,16.8,2025-08-21T07:00:00,2025-08-21T11:00:00,1755774000,1,16.1,"{'icon': 'c03d', 'description': 'Broken clouds', 'code': 803}",NNE,north-northeast,30,8.1,5.2,2025-08-20 16:56:28.706199
18.0,57,0,43,0,2025-08-21:12,16.0,65,583,212,287,d,0,0.0,1007,88,1019,0,0,174.14557,18.1,2025-08-21T08:00:00,2025-08-21T12:00:00,1755777600,1,16.5,"{'icon': 'c03d', 'description': 'Broken clouds', 'code': 803}",NE,northeast,40,7.8,5.2,2025-08-20 16:56:28.706199
19.2,56,0,88,0,2025-08-21:13,16.1,86,728,400,286,d,0,0.0,1007,83,1019,0,0,332.0076,19.1,2025-08-21T09:00:00,2025-08-21T13:00:00,1755781200,2,18.0,"{'icon': 'c03d', 'description': 'Broken clouds', 'code': 803}",NE,northeast,40,8.1,5.2,2025-08-20 16:56:28.706199
20.5,57,0,100,0,2025-08-21:14,16.6,100,811,577,287,d,0,0.0,1006,79,1019,0,0,473.87778,20.3,2025-08-21T10:00:00,2025-08-21T14:00:00,1755784800,2,18.8,"{'icon': 'c03d', 'description': 'Broken clouds', 'code': 803}",NE,northeast,40,7.8,5.6,2025-08-20 16:56:28.706199
21.3,51,0,82,0,2025-08-21:15,16.6,109,862,723,288,d,0,0.0,1006,75,1019,0,0,624.59607,21.2,2025-08-21T11:00:00,2025-08-21T15:00:00,1755788400,4,20.5,"{'icon': 'c03d', 'description': 'Broken clouds', 'code': 803}",NE,northeast,50,7.9,5.6,2025-08-20 16:56:28.706199
22.4,51,0,53,0,2025-08-21:16,17.0,115,890,825,287,d,0,0.0,1006,72,1018,0,0,711.98627,22.3,2025-08-21T12:00:00,2025-08-21T16:00:00,1755792000,5,21.7,"{'icon': 'c03d', 'description': 'Broken clouds', 'code': 803}",ENE,east-northeast,60,7.6,5.6,2025-08-20 16:56:28.706199
23.1,48,0,23,0,2025-08-21:17,16.9,118,902,874,288,d,0,0.0,1006,69,1018,0,0,768.87787,22.9,2025-08-21T13:00:00,2025-08-21T17:00:00,1755795600,5,22.0,"{'icon': 'c03d', 'description': 'Broken clouds', 'code': 803}",ENE,east-northeast,70,7.6,5.6,2025-08-20 16:56:28.706199
23.6,28,0,23,0,2025-08-21:18,17.0,117,900,865,289,d,0,0.0,1005,67,1017,0,0,814.4197,23.5,2025-08-21T14:00:00,2025-08-21T18:00:00,1755799200,6,20.7,"{'icon': 'c02d', 'description': 'Scattered clouds', 'code': 802}",E,east,80,7.6,5.2,2025-08-20 16:56:28.706199
24.0,23,0,5,0,2025-08-21:19,17.3,114,883,798,287,d,0,0.0,1005,67,1017,0,0,755.62695,23.8,2025-08-21T15:00:00,2025-08-21T19:00:00,1755802800,6,20.1,"{'icon': 'c02d', 'description': 'Scattered clouds', 'code': 802}",E,east,80,7.2,5.2,2025-08-20 16:56:28.706199
24.1,19,0,9,0,2025-08-21:20,16.7,107,848,680,286,d,0,0.0,1005,64,1017,0,0,647.4156,23.9,2025-08-21T16:00:00,2025-08-21T20:00:00,1755806400,4,20.6,"{'icon': 'c02d', 'description': 'Few clouds', 'code': 801}",E,east,90,6.5,4.8,2025-08-20 16:56:28.706199
23.8,23,0,6,0,2025-08-21:21,16.7,96,789,522,286,d,0,0.0,1004,65,1016,0,0,495.363,23.7,2025-08-21T17:00:00,2025-08-21T21:00:00,1755810000,3,21.7,"{'icon': 'c02d', 'description': 'Scattered clouds', 'code': 802}",E,east,90,5.8,4.4,2025-08-20 16:56:28.706199
23.5,16,0,5,0,2025-08-21:22,17.1,80,691,339,286,d,0,0.0,1005,68,1017,0,0,322.64175,23.4,2025-08-21T18:00:00,2025-08-21T22:00:00,1755813600,2,21.8,"{'icon': 'c02d', 'description': 'Few clouds', 'code': 801}",E,east,100,5.0,3.6,2025-08-20 16:56:28.706199
23.0,8,0,0,0,2025-08-21:23,17.0,57,510,152,285,d,0,0.0,1004,70,1016,0,0,145.3645,22.8,2025-08-21T19:00:00,2025-08-21T23:00:00,1755817200,2,21.7,"{'icon': 'c02d', 'description': 'Few clouds', 'code': 801}",E,east,100,4.1,3.2,2025-08-20 16:56:28.706199
22.0,13,0,0,0,2025-08-22:00,17.2,13,62,7,285,d,0,0.0,1005,75,1017,0,0,18.8358,21.8,2025-08-21T20:00:00,2025-08-22T00:00:00,1755820800,1,17.7,"{'icon': 'c02d', 'description': 'Few clouds', 'code': 801}",E,east,90,3.4,2.4,2025-08-20 16:56:28.706199
21.1,13,0,0,0,2025-08-22:01,17.4,0,0,0,286,n,0,0.0,1005,81,1017,0,0,0.0,20.8,2025-08-21T21:00:00,2025-08-22T01:00:00,1755824400,0,17.4,"{'icon': 'c02n', 'description': 'Few clouds', 'code': 801}",E,east,100,3.0,2.0,2025-08-20 16:56:28.706199
20.5,13,0,1,0,2025-08-22:02,17.1,0,0,0,285,n,0,0.0,1005,82,1017,0,0,0.0,20.3,2025-08-21T22:00:00,2025-08-22T02:00:00,1755828000,0,16.6,"{'icon': 'c02n', 'description': 'Few clouds', 'code': 801}",E,east,90,2.5,1.6,2025-08-20 16:56:28.706199
20.4,6,0,2,0,2025-08-22:03,17.0,0,0,0,285,n,0,0.0,1005,82,1017,0,0,0.0,20.2,2025-08-21T23:00:00,2025-08-22T03:00:00,1755831600,0,14.7,"{'icon': 'c02n', 'description': 'Few clouds', 'code': 801}",ENE,east-northeast,60,3.0,2.0,2025-08-20 16:56:28.706199
20.0,7,0,0,0,2025-08-22:04,16.8,0,0,0,284,n,0,0.0,1004,83,1017,0,0,0.0,19.8,2025-08-22T00:00:00,2025-08-22T04:00:00,1755835200,0,14.7,"{'icon': 'c02n', 'description': 'Few clouds', 'code': 801}",SSE,south-southeast,160,2.96,2.0,2025-08-20 16:56:28.706199
19.6,7,0,0,0,2025-08-22:05,16.8,0,0,0,283,n,0,0.0,1004,85,1016,0,0,0.0,19.4,2025-08-22T01:00:00,2025-08-22T05:00:00,1755838800,0,14.8,"{'icon': 'c02n', 'description': 'Few clouds', 'code': 801}",W,west,260,2.93,2.0,2025-08-20 16:56:28.706199
19.2,8,0,0,0,2025-08-22:06,16.6,0,0,0,283,n,0,0.0,1004,86,1017,0,0,0.0,19.0,2025-08-22T02:00:00,2025-08-22T06:00:00,1755842400,0,15.7,"{'icon': 'c02n', 'description': 'Few clouds', 'code': 801}",NNW,north-northwest,360,2.9,2.0,2025-08-20 16:56:28.706199
18.8,8,0,0,0,2025-08-22:07,16.4,0,0,0,283,n,0,0.0,1004,87,1017,0,0,0.0,18.6,2025-08-22T03:00:00,2025-08-22T07:00:00,1755846000,0,15.3,"{'icon': 'c02n', 'description': 'Few clouds', 'code': 801}",NNW,north-northwest,356,2.93,2.0,2025-08-20 16:56:28.706199
18.2,9,0,1,0,2025-08-22:08,16.0,0,0,0,283,n,0,0.0,1005,87,1017,0,0,0.0,18.2,2025-08-22T04:00:00,2025-08-22T08:00:00,1755849600,0,14.8,"{'icon': 'c02n', 'description': 'Few clouds', 'code': 801}",NNW,north-northwest,353,2.96,2.0,2025-08-20 16:56:28.706199
17.8,9,0,2,0,2025-08-22:09,15.8,0,0,0,284,n,0,0.0,1005,88,1017,0,0,0.0,17.8,2025-08-22T05:00:00,2025-08-22T09:00:00,1755853200,0,14.2,"{'icon': 'c02n', 'description': 'Few clouds', 'code': 801}",NNW,north-northwest,350,3.0,2.0,2025-08-20 16:56:28.706199
18.3,8,0,2,0,2025-08-22:10,15.9,0,0,0,285,n,0,0.0,1005,86,1017,0,0,0.0,18.3,2025-08-22T06:00:00,2025-08-22T10:00:00,1755856800,0,14.0,"{'icon': 'c02n', 'description': 'Few clouds', 'code': 801}",NNW,north-northwest,353,3.0,2.0,2025-08-20 16:56:28.706199
18.9,7,0,2,0,2025-08-22:11,16.2,31,256,41,285,d,0,0.0,1005,85,1018,0,0,39.13656,18.8,2025-08-22T07:00:00,2025-08-22T11:00:00,1755860400,1,13.8,"{'icon': 'c02d', 'description': 'Few clouds', 'code': 801}",NNW,north-northwest,356,3.0,2.0,2025-08-20 16:56:28.706199
19.4,6,0,1,0,2025-08-22:12,16.3,65,580,209,285,d,0,0.0,1006,83,1019,0,0,199.32176,19.2,2025-08-22T08:00:00,2025-08-22T12:00:00,1755864000,2,14.8,"{'icon': 'c02d', 'description': 'Few clouds', 'code': 801}",NNW,north-northwest,360,3.0,2.0,2025-08-20 16:56:28.706199
21.0,6,0,0,0,2025-08-22:13,16.5,86,727,397,286,d,0,0.0,1002,76,1014,0,0,378.80695,20.9,2025-08-22T09:00:00,2025-08-22T13:00:00,1755867600,2,24.0,"{'icon': 'c02d', 'description': 'Few clouds', 'code': 801}",W,west,273,2.96,2.0,2025-08-20 16:56:28.706199
22.8,7,0,0,0,2025-08-22:14,16.9,100,811,574,286,d,0,0.0,1002,70,1014,0,0,547.32904,22.6,2025-08-22T10:00:00,2025-08-22T14:00:00,1755871200,4,24.0,"{'icon': 'c02d', 'description': 'Few clouds', 'code': 801}",S,south,186,2.93,2.0,2025-08-20 16:56:28.706199
24.4,7,0,0,0,2025-08-22:15,16.8,109,861,720,287,d,0,0.0,1002,63,1014,0,0,687.2997,24.3,2025-08-22T11:00:00,2025-08-22T15:00:00,1755874800,5,24.0,"{'icon': 'c02d', 'description': 'Few clouds', 'code': 801}",E,east,100,2.9,2.0,2025-08-20 16:56:28.706199
25.0,7,0,0,0,2025-08-22:16,16.6,115,890,822,287,d,0,0.0,1002,60,1014,0,0,785.1994,24.9,2025-08-22T12:00:00,2025-08-22T16:00:00,1755878400,7,24.0,"{'icon': 'c02d', 'description': 'Few clouds', 'code': 801}",ESE,east-southeast,120,3.13,2.26,2025-08-20 16:56:28.706199
25.6,7,0,0,0,2025-08-22:17,16.4,118,902,871,288,d,0,0.0,1001,57,1013,0,0,832.0004,25.5,2025-08-22T13:00:00,2025-08-22T17:00:00,1755882000,7,24.0,"{'icon': 'c02d', 'description': 'Few clouds', 'code': 801}",SE,southeast,140,3.36,2.53,2025-08-20 16:56:28.706199
26.2,7,4,0,0,2025-08-22:18,16.1,117,900,861,288,d,0,0.0,1001,54,1013,0,0,823.5064,26.1,2025-08-22T14:00:00,2025-08-22T18:00:00,1755885600,7,24.0,"{'icon': 'c02d', 'description': 'Few clouds', 'code': 801}",SSE,south-southeast,160,3.6,2.8,2025-08-20 16:56:28.706199
26.3,7,5,0,5,2025-08-22:19,15.9,113,882,794,289,d,0,0.0,1000,53,1012,0,0,760.0964,26.2,2025-08-22T15:00:00,2025-08-22T19:00:00,1755889200,6,24.0,"{'icon': 'c02d', 'description': 'Few clouds', 'code': 801}",SSE,south-southeast,156,3.6,2.8,2025-08-20 16:56:28.706199
26.3,8,8,1,5,2025-08-22:20,15.7,106,847,676,289,d,0,0.0,1000,52,1012,0,0,647.5283,26.3,2025-08-22T16:00:00,2025-08-22T20:00:00,1755892800,5,24.0,"{'icon': 'c02d', 'description': 'Few clouds', 'code': 801}",SSE,south-southeast,153,3.6,2.8,2025-08-20 16:56:28.706199
26.4,8,3,0,5,2025-08-22:21,15.4,96,787,518,289,d,0,0.0,1000,51,1012,0,0,496.03693,26.4,2025-08-22T17:00:00,2025-08-22T21:00:00,1755896400,3,24.0,"{'icon': 'c02d', 'description': 'Few clouds', 'code': 801}",SSE,south-southeast,150,3.6,2.8,2025-08-20 16:56:28.706199
25.6,12,0,0,3,2025-08-22:22,15.6,80,688,334,289,d,0,0.0,999,54,1011,0,0,320.07162,25.6,2025-08-22T18:00:00,2025-08-22T22:00:00,1755900000,2,24.0,"{'icon': 'c02d', 'description': 'Few clouds', 'code': 801}",SSE,south-southeast,153,3.26,2.53,2025-08-20 16:56:28.706199
24.8,15,7,0,2,2025-08-22:23,15.9,56,503,148,291,d,0,0.0,999,58,1011,0,0,141.3811,24.8,2025-08-22T19:00:00,2025-08-22T23:00:00,1755903600,1,24.0,"{'icon': 'c02d', 'description': 'Few clouds', 'code': 801}",SSE,south-southeast,156,2.93,2.26,2025-08-20 16:56:28.706199
24.0,19,100,0,0,2025-08-23:00,16.0,11,44,5,291,d,0,0.0,999,61,1011,0,0,15.038652,24.0,2025-08-22T20:00:00,2025-08-23T00:00:00,1755907200,1,24.0,"{'icon': 'c02d', 'description': 'Few clouds', 'code': 801}",SSE,south-southeast,160,2.6,2.0,2025-08-20 16:56:28.706199
23.6,22,100,0,0,2025-08-23:01,16.3,0,0,0,290,n,0,0.0,1000,64,1012,0,0,0.0,23.5,2025-08-22T21:00:00,2025-08-23T01:00:00,1755910800,0,24.0,"{'icon': 'c02n', 'description': 'Scattered clouds', 'code': 802}",S,south,170,2.66,1.86,2025-08-20 16:56:28.706199
23.1,26,100,0,5,2025-08-23:02,16.4,0,0,0,290,n,0,0.0,1000,66,1012,0,0,0.0,23.1,2025-08-22T22:00:00,2025-08-23T02:00:00,1755914400,0,24.0,"{'icon': 'c02n', 'description': 'Scattered clouds', 'code': 802}",S,south,180,2.73,1.73,2025-08-20 16:56:28.706199
22.7,29,100,0,4,2025-08-23:03,16.6,0,0,0,289,n,0,0.0,999,69,1011,0,0,0.0,22.6,2025-08-22T23:00:00,2025-08-23T03:00:00,1755918000,0,24.0,"{'icon': 'c02n', 'description': 'Scattered clouds', 'code': 802}",S,south,190,2.8,1.6,2025-08-20 16:56:28.706199
22.3,32,100,0,61,2025-08-23:04,16.9,0,0,0,290,n,0,0.0,999,72,1011,0,0,0.0,22.1,2025-08-23T00:00:00,2025-08-23T04:00:00,1755921600,0,24.0,"{'icon': 'c02n', 'description': 'Scattered clouds', 'code': 802}",SSW,south-southwest,196,2.83,1.6,2025-08-20 16:56:28.706199
21.8,36,96,0,14,2025-08-23:05,16.8,0,0,0,289,n,0,0.0,999,74,1011,0,0,0.0,21.7,2025-08-23T01:00:00,2025-08-23T05:00:00,1755925200,0,24.0,"{'icon': 'c02n', 'description': 'Scattered clouds', 'code': 802}",SSW,south-southwest,203,2.86,1.6,2025-08-20 16:56:28.706199
21.4,39,5,0,62,2025-08-23:06,17.0,0,0,0,288,n,0,0.0,999,77,1011,0,0,0.0,21.2,2025-08-23T02:00:00,2025-08-23T06:00:00,1755928800,0,24.0,"{'icon': 'c02n', 'description': 'Scattered clouds', 'code': 802}",SSW,south-southwest,210,2.9,1.6,2025-08-20 16:56:28.706199
21.0,44,16,0,36,2025-08-23:07,17.0,0,0,0,288,n,0,0.0,999,79,1011,0,0,0.0,20.8,2025-08-23T03:00:00,2025-08-23T07:00:00,1755932400,0,24.0,"{'icon': 'c03n', 'description': 'Broken clouds', 'code': 803}",SW,southwest,216,2.76,1.6,2025-08-20 16:56:28.706199
20.5,49,100,0,97,2025-08-23:08,16.7,0,0,0,289,n,0,0.0,998,80,1010,0,0,0.0,20.3,2025-08-23T04:00:00,2025-08-23T08:00:00,1755936000,0,24.0,"{'icon': 'c03n', 'description': 'Broken clouds', 'code': 803}",SW,southwest,223,2.63,1.6,2025-08-20 16:56:28.706199
20.0,54,53,0,100,2025-08-23:09,16.7,0,0,0,291,n,0,0.0,998,82,1010,0,0,0.0,19.9,2025-08-23T05:00:00,2025-08-23T09:00:00,1755939600,0,24.0,"{'icon': 'c03n', 'description': 'Broken clouds', 'code': 803}",SW,southwest,230,2.5,1.6,2025-08-20 16:56:28.706199
20.4,53,22,0,100,2025-08-23:10,16.9,0,0,0,292,n,0,0.0,998,81,1010,0,0,0.0,20.2,2025-08-23T06:00:00,2025-08-23T10:00:00,1755943200,0,24.0,"{'icon': 'c03n', 'description': 'Broken clouds', 'code': 803}",SW,southwest,226,2.76,1.73,2025-08-20 16:56:28.706199
20.8,51,91,0,100,2025-08-23:11,17.0,30,246,39,292,d,0,0.0,998,80,1010,0,0,33.201828,20.6,2025-08-23T07:00:00,2025-08-23T11:00:00,1755946800,1,24.0,"{'icon': 'c03d', 'description': 'Broken clouds', 'code': 803}",SW,southwest,223,3.03,1.86,2025-08-20 16:56:28.706199
21.2,50,68,0,100,2025-08-23:12,17.2,65,577,206,293,d,0,0.0,998,79,1010,0,0,178.422,21.0,2025-08-23T08:00:00,2025-08-23T12:00:00,1755950400,1,24.0,"{'icon': 'c03d', 'description': 'Broken clouds', 'code': 803}",SW,southwest,220,3.3,2.0,2025-08-20 16:56:28.706199
22.6,55,31,0,100,2025-08-23:13,17.7,85,725,394,293,d,0,0.0,998,75,1010,0,0,328.19415,22.4,2025-08-23T09:00:00,2025-08-23T13:00:00,1755954000,2,24.0,"{'icon': 'c03d', 'description': 'Broken clouds', 'code': 803}",SSW,south-southwest,213,3.6,2.4,2025-08-20 16:56:28.706199
24.0,60,94,0,55,2025-08-23:14,18.0,100,810,571,294,d,0,0.0,998,70,1010,0,0,452.2425,23.8,2025-08-23T10:00:00,2025-08-23T14:00:00,1755957600,2,24.0,"{'icon': 'c03d', 'description': 'Broken clouds', 'code': 803}",SSW,south-southwest,206,3.9,2.8,2025-08-20 16:56:28.706199
25.4,65,76,0,100,2025-08-23:15,18.3,109,860,717,295,d,0,0.0,998,66,1010,0,0,532.00195,25.2,2025-08-23T11:00:00,2025-08-23T15:00:00,1755961200,3,24.0,"{'icon': 'c03d', 'description': 'Broken clouds', 'code': 803}",SSW,south-southwest,200,4.2,3.2,2025-08-20 16:56:28.706199
26.2,64,100,0,100,2025-08-23:16,18.5,115,889,819,295,d,0,0.0,997,64,1009,0,0,615.95593,25.9,2025-08-23T12:00:00,2025-08-23T16:00:00,1755964800,4,24.0,"{'icon': 'c03d', 'description': 'Broken clouds', 'code': 803}",SSW,south-southwest,200,4.66,3.46,2025-08-20 16:56:28.706199
26.9,63,91,0,97,2025-08-23:17,18.9,117,901,867,296,d,0,0.0,997,63,1009,0,0,659.9804,26.6,2025-08-23T13:00:00,2025-08-23T17:00:00,1755968400,4,24.0,"{'icon': 'c03d', 'description': 'Broken clouds', 'code': 803}",SSW,south-southwest,200,5.13,3.73,2025-08-20 16:56:28.706199
28.5,62,100,0,80,2025-08-23:18,19.1,117,899,857,297,d,0,0.0,997,61,1009,0,0,660.54004,27.3,2025-08-23T14:00:00,2025-08-23T18:00:00,1755972000,4,24.0,"{'icon': 'c03d', 'description': 'Broken clouds', 'code': 803}",SSW,south-southwest,200,5.6,4.0,2025-08-20 16:56:28.706199
28.6,62,100,1,100,2025-08-23:19,19.2,113,881,790,299,d,0,0.0,996,61,1008,0,0,606.13947,27.4,2025-08-23T15:00:00,2025-08-23T19:00:00,1755975600,4,24.0,"{'icon': 'c03d', 'description': 'Broken clouds', 'code': 803}",SSW,south-southwest,200,5.76,4.13,2025-08-20 16:56:28.706199
28.6,63,100,46,100,2025-08-23:20,19.0,106,846,672,299,d,0,0.0,996,60,1008,0,0,513.5892,27.4,2025-08-23T16:00:00,2025-08-23T20:00:00,1755979200,3,24.0,"{'icon': 'c03d', 'description': 'Broken clouds', 'code': 803}",SSW,south-southwest,200,5.93,4.26,2025-08-20 16:56:28.706199
28.7,63,45,0,85,2025-08-23:21,19.0,95,786,513,300,d,0,0.0,995,60,1007,0,0,390.34775,27.5,2025-08-23T17:00:00,2025-08-23T21:00:00,1755982800,2,24.0,"{'icon': 'c03d', 'description': 'Broken clouds', 'code': 803}",SSW,south-southwest,200,6.1,4.4,2025-08-20 16:56:28.706199
28.0,65,100,0,100,2025-08-23:22,18.9,79,685,330,299,d,0,0.0,995,62,1007,0,0,243.92838,26.8,2025-08-23T18:00:00,2025-08-23T22:00:00,1755986400,1,24.0,"{'icon': 'c03d', 'description': 'Broken clouds', 'code': 803}",SSW,south-southwest,206,5.93,4.13,2025-08-20 16:56:28.706199
26.5,67,100,0,100,2025-08-23:23,19.1,55,497,143,299,d,0,0.0,994,65,1006,0,0,102.88301,26.2,2025-08-23T19:00:00,2025-08-23T23:00:00,1755990000,1,24.0,"{'icon': 'c03d', 'description': 'Broken clouds', 'code': 803}",SSW,south-southwest,213,5.76,3.86,2025-08-20 16:56:28.706199
25.8,69,100,0,100,2025-08-24:00,18.9,9,27,3,301,d,0,0.0,994,67,1006,0,0,10.514611,25.5,2025-08-23T20:00:00,2025-08-24T00:00:00,1755993600,1,24.0,"{'icon': 'c03d', 'description': 'Broken clouds', 'code': 803}",SW,southwest,220,5.6,3.6,2025-08-20 16:56:28.706199
25.1,68,100,0,99,2025-08-24:01,18.9,0,0,0,302,n,0,0.0,994,70,1006,0,0,0.0,24.7,2025-08-23T21:00:00,2025-08-24T01:00:00,1755997200,0,24.0,"{'icon': 'c03n', 'description': 'Broken clouds', 'code': 803}",SW,southwest,226,4.8,4.16,2025-08-20 16:56:28.706199
24.3,67,100,0,100,2025-08-24:02,18.8,0,0,0,301,n,0,0.0,994,73,1006,0,0,0.0,24.0,2025-08-23T22:00:00,2025-08-24T02:00:00,1756000800,0,24.0,"{'icon': 'c03n', 'description': 'Broken clouds', 'code': 803}",SW,southwest,233,4.0,4.73,2025-08-20 16:56:28.706199
23.6,66,100,0,100,2025-08-24:03,18.8,0,0,0,301,n,0,0.0,995,76,1007,0,0,0.0,23.2,2025-08-23T23:00:00,2025-08-24T03:00:00,1756004400,0,5.9,"{'icon': 'c03n', 'description': 'Broken clouds', 'code': 803}",WSW,west-southwest,240,3.2,5.3,2025-08-20 16:56:28.706199
